Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2016,2016,2016,4,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,152973,,152973,,184854442,,,6
H4,2016,2016,2016,4,0,2,Export,422,Lebanon,LBN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,409328,,409328,,414291,,,0
H4,2016,2016,2016,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,281296,,281296,,73779642,,,6
H4,2016,2016,2016,4,0,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,32096,,32096,,21614040,,,6
H4,2016,2016,2016,4,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1898537,,1898537,,125378907,,,0
H4,2016,2016,2016,4,0,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,835875,,835875,,159728421,,,0
H4,2016,2016,2016,4,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,89007,,89007,,51617926,,,6
H4,2016,2016,2016,4,0,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,28540,,28540,,28444037,,,0
H4,2016,2016,2016,4,0,3,Re-Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,6033,,6033,,231111,,,0
H4,2016,2016,2016,4,0,4,Re-Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,21,,21,,24185,,,0
H4,2016,2016,2016,4,0,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,13406,,13406,,31358926,,,6
H4,2016,2016,2016,4,0,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,98655,,98655,,30312749,,,0
H4,2016,2016,2016,4,0,2,Export,450,Madagascar,MDG,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,44,,44,,80,,,0
H4,2016,2016,2016,4,0,1,Import,458,Malaysia,MYS,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,2492557,,2492557,,118892495,,,0
H4,2016,2016,2016,4,0,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,732171,,732171,,5506788,,,0
H4,2016,2016,2016,4,0,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,1009081,,,0
H4,2016,2016,2016,4,0,1,Import,466,Mali,MLI,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,475818,,475818,,4134730,,,0
H4,2016,2016,2016,4,0,2,Export,466,Mali,MLI,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,15291,,15291,,276561,,,0
H4,2016,2016,2016,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,38110,,38110,,6938936,,,6
H4,2016,2016,2016,4,0,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,13,,13,,1238,,,0
H4,2016,2016,2016,4,0,1,Import,478,Mauritania,MRT,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1313551,,1313551,,1387427,,,0
H4,2016,2016,2016,4,0,2,Export,478,Mauritania,MRT,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,14,,14,,44,,,0
H4,2016,2016,2016,4,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,24041,,24041,,5613055,,,0
H4,2016,2016,2016,4,0,2,Export,480,Mauritius,MUS,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,464,,464,,127105,,,0
H4,2016,2016,2016,4,0,3,Re-Export,480,Mauritius,MUS,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,49,,49,,36796,,,0
H4,2016,2016,2016,4,0,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,5893347,,5893347,,1078021064,,,6
H4,2016,2016,2016,4,0,2,Export,484,Mexico,MEX,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,2448453,,2448453,,124546466,,,6
H4,2016,2016,2016,4,0,1,Import,490,"Other Asia, nes",,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,735428,,735428,,478871200,,,6
H4,2016,2016,2016,4,0,2,Export,490,"Other Asia, nes",,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,193834,,193834,,15208150,,,6
H4,2016,2016,2016,4,0,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,90182,,90182,,14743197,,,0
H4,2016,2016,2016,4,0,2,Export,496,Mongolia,MNG,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,11,,11,,39,,,0
H4,2016,2016,2016,4,0,1,Import,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,48708,,10402188,,,4
H4,2016,2016,2016,4,0,2,Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,93784,,,0
H4,2016,2016,2016,4,0,3,Re-Export,498,Rep. of Moldova,MDA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,6,,10777,,,4
H4,2016,2016,2016,4,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,25709,,25709,,11909424,,,0
H4,2016,2016,2016,4,0,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,264,,264,,6183,,,0
H4,2016,2016,2016,4,0,1,Import,504,Morocco,MAR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,441890,,441890,,142695389,,,0
H4,2016,2016,2016,4,0,2,Export,504,Morocco,MAR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,33397,,33397,,2415966,,,0
H4,2016,2016,2016,4,0,1,Import,512,Oman,OMN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,401938,,401938,,72209602,,,0
H4,2016,2016,2016,4,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,14160,,14160,,98924,,,0
H4,2016,2016,2016,4,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,419903,,419903,,11971094,,,0
H4,2016,2016,2016,4,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,19934,,19934,,391497,,,0
H4,2016,2016,2016,4,0,3,Re-Export,516,Namibia,NAM,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,4015,,4015,,187669,,,0
H4,2016,2016,2016,4,0,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,4634333,,4634333,,3599802505,,,6
H4,2016,2016,2016,4,0,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,4049657,,4049657,,1864401959,,,6
H4,2016,2016,2016,4,0,1,Import,533,Aruba,ABW,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,5875,,5875,,1178260,,,0
H4,2016,2016,2016,4,0,2,Export,533,Aruba,ABW,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,507,,507,,25023,,,0
H4,2016,2016,2016,4,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,723505,,723505,,186369178,,,6
H4,2016,2016,2016,4,0,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,2367419,,2367419,,117213195,,,6
H4,2016,2016,2016,4,0,3,Re-Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,19011,,19011,,1628529,,,6
H4,2016,2016,2016,4,0,4,Re-Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,818,,818,,267059,,,0
H4,2016,2016,2016,4,0,1,Import,562,Niger,NER,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,188896,,188896,,15144644,,,0
H4,2016,2016,2016,4,0,2,Export,562,Niger,NER,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,15246,,15246,,39316,,,0
H4,2016,2016,2016,4,0,1,Import,566,Nigeria,NGA,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",1,No Quantity,,,,,,,18566264,,,0
H4,2016,2016,2016,4,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,602168,,602168,,439661258,,,0
H4,2016,2016,2016,4,0,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1227567,,1227567,,67183312,,,0
H4,2016,2016,2016,4,0,1,Import,585,Palau,PLW,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1973,,1973,,601688,,,0
H4,2016,2016,2016,4,0,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,4330733,,4330733,,262236132,,,0
H4,2016,2016,2016,4,0,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,498,,498,,113168,,,0
H4,2016,2016,2016,4,0,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,93796,,93796,,7760600,,,0
H4,2016,2016,2016,4,0,2,Export,591,Panama,PAN,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,321959,,321959,,28232242,,,0
H4,2016,2016,2016,4,0,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,868544,,868544,,75234524,,,6
H4,2016,2016,2016,4,0,2,Export,600,Paraguay,PRY,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,1308915,,1308915,,2676116,,,0
H4,2016,2016,2016,4,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,931513,,931513,,203332648,,,0
H4,2016,2016,2016,4,0,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,38390,,38390,,2055541,,,0
H4,2016,2016,2016,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,3464861,,3464861,,1051366394,,,6
H4,2016,2016,2016,4,0,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,2137897,,2137897,,246957995,,,6
H4,2016,2016,2016,4,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,850536,,850536,,336460616,,,6
H4,2016,2016,2016,4,0,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,56259,,56259,,13534620,,,6
H4,2016,2016,2016,4,0,1,Import,634,Qatar,QAT,0,World,WLD,,,,,,,,3002,"Pharmaceutical products // Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products.",8,Weight in kilograms,,,498333,,498333,,99866347,,,0
